face1Time	face2Time	face1Fraction	face2Fraction	Fusion	Quantity_face1	Quantity_face2	Initial_face	Subject	Trial	Delta_ARO
3.903361807	18.27493188	0.175999194	0.824000806	7.821646161	2	5	0	3	25	-1
5.727604917	18.13203726	0.240054099	0.759945901	6.140366087	3	5	0	3	26	-4
9.282293366	10.73510468	0.463711285	0.536288715	9.982436599	5	6	0	3	27	-4
7.472857054	14.49613865	0.340154696	0.659845304	8.030985769	4	4	0	3	28	-4
8.232764603	13.99976651	0.370302624	0.629697376	7.767495976	3	5	0	3	29	-3
1.743431792	24.2428998	0.067090339	0.932909661	4.013628492	1	3	0	3	30	-3
29.55963745	0	1	0	0.440381369	1	0	0	3	31	-1
2.600366122	14.70124741	0.150296163	0.849703837	12.69816951	2	5	0	3	32	-3
29.05759045	0	1	0	0.942433212	1	0	0	3	33	0
27.66475756	0.815937379	0.971351212	0.028648788	1.519273128	2	1	1	3	34	-3
10.18699313	15.42366898	0.397763755	0.602236245	4.389320779	5	5	0	3	35	-4
27.61157728	1.079336511	0.962380546	0.037619454	1.309070532	2	1	1	3	36	-1
4.710315779	18.76779362	0.200625855	0.799374145	6.521898586	3	5	0	3	37	-3
2.096044621	20.91953108	0.091070701	0.908929299	6.984285738	2	4	0	3	38	-3
25.95995242	2.471592649	0.913068648	0.086931352	1.568446375	2	1	1	3	39	-3
5.631472771	17.47685554	0.243698839	0.756301161	6.891516881	4	5	0	3	40	-4
18.08086976	5.88075561	0.754576097	0.245423903	6.038321315	7	5	1	3	41	0
26.57982232	0	1	0	3.420228716	2	0	0	3	42	0
3.187993254	14.2474873	0.182845161	0.817154839	12.56454596	3	4	0	3	43	0
7.942968054	18.30446565	0.302618844	0.697381156	3.752494171	4	3	1	3	44	0
3.504096559	23.28633291	0.13079658	0.86920342	3.209577948	1	3	0	3	45	0
18.22102545	4.953127486	0.786265004	0.213734996	6.825673442	5	3	1	3	46	0
21.3364732	2.636855118	0.890008801	0.109991199	6.026649443	4	4	1	3	47	-3
4.360724124	18.82356116	0.188089651	0.811910349	6.815687349	3	5	0	3	48	-1
27.56590987	1.21579962	0.957757908	0.042242092	1.218274262	2	1	1	3	49	-3
4.951741914	23.06116186	0.176766463	0.823233537	1.987080544	2	3	0	3	50	-3
4.184951268	18.58534293	0.183789952	0.816210048	7.229631957	3	4	0	3	51	-4
5.371025534	19.46305513	0.216276399	0.783723601	5.165881129	6	7	0	3	52	0
28.16020542	0.184214293	0.993500862	0.006499138	1.655565179	2	1	1	3	53	0
7.567589944	19.54906149	0.279075385	0.720924615	2.883347997	4	5	0	3	54	-3
0	27.59866096	0	1	2.401347597	0	3	0	3	55	0
28.74043941	0	1	0	1.25954462	1	0	0	3	56	-1
3.255733443	18.62345356	0.148805047	0.851194953	8.120810428	5	5	0	3	57	-3
28.45476366	0	1	0	1.545128861	1	0	0	3	58	0
26.65007393	0.447872863	0.983472074	0.016527926	2.901949722	2	1	1	3	59	0
0.152163402	24.259304	0.006233276	0.993766724	5.588483278	1	3	0	3	60	0
28.53203407	0.376326913	0.986982074	0.013017926	1.091676365	2	1	1	3	61	0
3.432123819	20.46083423	0.143645831	0.856354169	6.107005461	2	4	0	3	62	-3
28.99814829	0	1	0	1.001824906	1	0	0	3	63	0
7.768273435	15.12524027	0.339322025	0.660677975	7.106302127	5	7	0	3	64	0
3.685897171	15.36150664	0.193511788	0.806488212	10.95284907	3	5	0	4	1	0
1.335502441	2.951338342	0.311535349	0.688464651	25.71317119	2	4	1	4	2	-5
16.13504526	6.487979913	0.713213425	0.286786575	7.37695601	4	3	1	4	3	-1
0	7.927326678	0	1	22.07257639	0	2	0	4	4	-2
0	10.69506758	0	1	19.30493613	0	3	0	4	5	-6
16.14334726	7.151145788	0.693011315	0.306988685	6.70526034	3	3	1	4	6	-4
3.315790029	0	1	0	26.68412672	1	0	0	4	7	-3
5.046814805	16.39111076	0.235415259	0.764584741	8.561974657	3	2	0	4	8	0
0	28.19184385	0	1	1.808189505	0	1	0	4	9	-5
6.089775393	10.42283484	0.368795442	0.631204558	13.48740117	2	3	0	4	10	-4
7.207099638	6.518339816	0.525090629	0.474909371	16.27453973	4	5	1	4	11	-2
8.330596219	6.719565331	0.553522046	0.446477954	14.94983588	2	3	0	4	12	-1
6.508438137	9.66352196	0.402452028	0.597547972	13.8280419	3	3	1	4	13	-2
13.97565876	9.575181172	0.593425067	0.406574933	6.449110172	3	3	1	4	14	-4
0	11.92161278	0	1	18.07841031	0	4	0	4	15	-2
0.467763736	8.475702812	0.052302285	0.947697715	21.05656111	1	2	0	4	16	-3
28.96748619	0	1	0	1.032509244	1	0	0	4	17	-3
2.959526877	9.414749228	0.239167678	0.760832322	17.62571449	1	3	0	4	18	0
1.375488904	10.06264421	0.120254668	0.879745332	18.56185976	2	4	0	4	19	-5
0	0	0	0	29.99996835	0	0	0	4	20	-3
4.239131631	10.83940327	0.281136838	0.718863162	14.92146595	2	3	0	4	21	-6
11.32829321	12.52249709	0.474965109	0.525034891	6.149122745	2	4	0	4	22	0
8.99196114	1.399776542	0.865299088	0.134700912	19.60825234	1	1	0	4	23	-3
21.7274662	0	1	0	8.272479913	1	0	0	4	24	-3
0	9.922804766	0	1	20.07721434	0	4	0	4	25	-2
0	6.239219441	0	1	23.76082133	0	3	0	4	26	-2
28.21349121	0	1	0	1.786481134	2	0	0	4	27	-3
0	19.3813043	0	1	10.61872735	0	5	0	4	28	-2
2.49624742	14.05571608	0.150812767	0.849187233	13.4479849	1	2	0	4	29	-2
20.79356977	2.271813073	0.901505512	0.098494488	6.934614024	2	2	1	4	30	-4
3.608006017	11.78352126	0.234415075	0.765584925	14.60836182	1	2	0	4	31	-2
1.575553792	2.087932815	0.430069483	0.569930517	26.33646265	1	3	0	4	32	0
8.447218273	1.336337773	0.863409811	0.136590189	20.21637154	5	1	1	4	33	-3
12.01539149	9.952401466	0.546954877	0.453045123	8.032120942	2	2	1	4	34	-2
8.28723165	4.711769943	0.63752832	0.36247168	17.00094766	3	2	1	4	35	-3
1.936334865	23.72460783	0.075458446	0.924541554	4.339024805	1	3	0	4	36	-2
12.69926391	2.383983063	0.841944969	0.158055031	14.91654975	5	1	1	4	37	-3
0	0	0	0	30.00001853	0	0	0	4	38	0
21.76340687	0	1	0	8.236587147	2	0	0	4	39	-3
9.439522384	0	1	0	20.56043143	3	0	0	4	40	-3
1.552030499	5.92937595	0.207451702	0.792548298	22.51852541	1	2	0	4	41	-3
8.60700989	3.687869182	0.700048357	0.299951643	17.70509555	3	1	1	4	42	-3
4.134992233	11.91389323	0.257649806	0.742350194	13.95110342	2	3	0	4	43	-6
0	1.11133865	0	1	28.88863797	0	1	0	4	44	-5
0	8.693462201	0	1	21.30655861	0	1	0	4	45	-2
4.032393495	10.36053332	0.280164941	0.719835059	15.60700105	2	2	1	4	46	-3
6.004197473	0	1	0	23.99576062	1	0	0	4	47	-3
1.10392187	2.879909465	0.277100554	0.722899446	26.01606346	1	1	0	4	48	-5
18.31944525	4.279926628	0.810617452	0.189382548	7.400482155	3	2	1	4	49	-3
0	23.57766949	0	1	6.422348184	0	2	0	4	50	-3
0.880193421	0	1	0	29.11978491	1	0	0	4	51	-2
1.551831786	14.43177831	0.097088942	0.902911058	14.01637422	1	2	0	4	52	-3
29.48045195	0	1	0	0.519525531	1	0	0	4	53	-5
7.793729136	3.599915554	0.684041792	0.315958208	18.60632537	3	1	1	4	54	-1
5.828295349	0	1	0	24.17175027	2	0	0	4	55	-2
7.503877737	12.07646339	0.383235291	0.616764709	10.41963236	1	3	0	4	56	-2
28.92106169	0	1	0	1.078910088	2	0	0	4	57	-1
0	28.13576655	0	1	1.864181273	0	2	0	4	58	0
0	0	0	0	30.00001083	0	0	0	4	59	-6
7.917453794	6.775441636	0.538862733	0.461137267	15.30711398	1	1	0	4	60	-2
0	3.976050487	0	1	26.02393127	0	2	0	4	61	-5
0	0	0	0	29.99997006	0	0	0	4	62	0
0	2.112311968	0	1	27.88767948	0	1	0	4	63	-5
0	26.22843653	0	1	3.77150189	0	2	0	4	64	-3
20.6289337	0.920132353	0.957300592	0.042699408	8.450725258	5	1	1	5	1	-2
0.280065618	26.9931993	0.01026887	0.98973113	2.726719406	1	2	0	5	2	4
0	21.99907115	0	1	8.000901477	0	2	0	5	3	-5
22.60289921	3.315302753	0.872085928	0.127914072	4.081794047	4	1	1	5	4	1
7.806681705	8.639563539	0.474678663	0.525321337	13.55365184	3	3	0	5	5	-4
0	25.14121967	0	1	4.858764082	0	2	0	5	6	-4
18.05612676	1.208168428	0.937284577	0.062715423	10.73573931	3	1	1	5	7	-2
1.432118402	20.93547399	0.064026489	0.935973511	7.632197203	1	4	0	5	8	-2
3.271797234	12.57371041	0.206481061	0.793518939	14.15443249	1	2	1	5	9	4
23.66235733	2.375384952	0.90877147	0.09122853	3.962080102	3	2	1	5	10	-4
15.39869391	7.134747395	0.683370716	0.316629284	7.466514786	3	3	1	5	11	0
3.960966228	13.94388179	0.221223114	0.778776886	12.09511834	3	3	0	5	12	-5
0	15.8796252	0	1	14.12032947	0	1	0	5	13	0
0	28.83387882	0	1	1.166084974	0	2	0	5	14	-4
9.647334143	0.767857194	0.926275268	0.073724732	19.58481265	2	3	0	5	15	6
0	27.91338382	0	1	2.086662934	0	2	0	5	16	-2
19.0071796	3.015601649	0.863068991	0.136931009	7.977240706	2	1	1	5	17	-2
1.344676868	20.31315056	0.062087339	0.937912661	8.342136939	1	3	0	5	18	-3
24.10814157	2.320068435	0.912212426	0.087787574	3.571828766	2	2	1	5	19	4
3.847846292	18.80646218	0.16985053	0.83014947	7.34562168	2	3	0	5	20	4
6.783846289	20.14239655	0.251941807	0.748058193	3.073737491	1	2	1	5	21	-4
15.85296207	2.9916401	0.841246842	0.158753158	11.15540581	3	1	1	5	22	-2
0	29.43017946	0	1	0.569825675	0	1	0	5	23	-5
7.62341593	13.4324571	0.362056511	0.637943489	8.944115284	2	3	1	5	24	-1
4.558169483	22.39151603	0.169136277	0.830863723	3.050305367	2	1	0	5	25	7
16.09653328	7.047949041	0.695480377	0.304519623	6.855521958	1	2	0	5	26	6
11.95955272	11.77045072	0.503984449	0.496015551	6.269943534	1	1	1	5	27	4
14.98340707	5.527161762	0.730521284	0.269478716	9.489369017	2	2	1	5	28	6
1.847512158	20.16800453	0.083918637	0.916081363	7.984263215	2	5	0	5	29	0
16.9275751	6.910563928	0.710104722	0.289895278	6.161872665	3	2	1	5	30	-4
0	25.30338142	0	1	4.696399909	0	3	0	5	31	7
1.039370187	23.18299037	0.042909533	0.957090467	5.77739768	2	4	0	5	32	-3
0.559415072	24.29573284	0.02250701	0.97749299	5.144661929	1	3	0	5	33	-5
0	28.66476412	0	1	1.33527722	0	1	0	5	34	0
7.751860686	15.77717759	0.329459309	0.670540691	6.470986818	1	3	0	5	35	4
4.231947515	21.76745492	0.162770953	0.837229047	4.000627213	1	3	0	5	36	7
13.65592697	11.53975364	0.541994764	0.458005236	4.804334216	1	4	0	5	37	-2
1.543341018	22.17455036	0.065070752	0.934929248	6.282035638	2	2	0	5	38	-3
0.727717245	21.67283179	0.032486581	0.967513419	7.599385958	1	4	0	5	39	-2
12.95673168	9.303400523	0.582059961	0.417940039	7.739819613	4	3	1	5	40	4
16.3192542	0	1	0	13.68072299	2	0	0	5	41	-1
0	23.35331958	0	1	6.646451198	0	2	0	5	42	-5
2.26991816	19.20722875	0.10568993	0.89431007	8.522852521	1	3	0	5	43	-4
0	15.46227511	0	1	14.53756837	0	3	0	5	44	-2
6.67211335	15.38511218	0.302491052	0.697508948	7.942800417	1	2	0	5	45	1
15.00538748	0.744315878	0.952740959	0.047259041	14.25025587	3	1	1	5	46	-1
10.84780096	6.743706056	0.616649895	0.383350105	12.408483	1	1	1	5	47	-2
1.152051929	6.109985865	0.15864031	0.84135969	22.73798273	1	2	1	5	48	4
1.319838076	19.03093274	0.064854451	0.935145549	9.649094332	1	4	0	5	49	-2
12.93550079	10.01912545	0.563524784	0.436475216	7.04515509	1	2	1	5	50	-2
21.75454772	0	1	0	8.24542177	2	0	0	5	51	6
10.35139775	5.967735001	0.63431053	0.36568947	13.68082677	2	2	1	5	52	-5
0	0.800455756	0	1	21.11180564	0	2	0	5	53	-2
22.03066218	1.83203025	0.923226172	0.076773828	6.137267653	2	1	1	5	54	-5
5.767785634	22.82930358	0.201691354	0.798308646	1.402935302	1	1	1	5	55	1
21.67967925	4.987584025	0.812969783	0.187030217	2.428855752	1	1	1	5	56	7
13.15562933	12.64747042	0.509846858	0.490153142	4.196853213	1	1	0	5	57	-5
0	0	0	0	30.00000086	0	0	0	5	58	-2
0	28.96169522	0	1	1.038352105	0	1	0	5	59	-4
19.82596795	6.99976394	0.739065314	0.260934686	3.174266688	1	2	0	5	60	1
24.28315493	1.751695044	0.932717298	0.067282702	3.965168558	1	1	0	5	61	-2
2.007892341	26.35787287	0.070785763	0.929214237	1.634248761	2	2	1	5	62	-3
1.551892217	2.73590238	0.3619325	0.6380675	25.71220198	1	1	0	5	63	-2
20.15162457	5.387916391	0.789036287	0.210963713	4.460441079	2	2	0	5	64	-1
13.19587198	10.20643451	0.563870573	0.436129427	6.597972909	4	6	0	6	1	-4
6.78435118	14.85071618	0.313581237	0.686418763	8.364901854	5	6	1	6	2	1
8.633342808	15.05572349	0.3644442	0.6355558	6.310865276	2	3	0	6	3	-1
8.143119472	8.280138739	0.495828499	0.504171501	13.57663972	4	3	1	6	4	-3
13.8880732	10.48127987	0.569899134	0.430100866	5.630479016	5	5	1	6	5	-1
6.303501239	18.23611417	0.256870417	0.743129583	5.460386585	4	8	0	6	6	1
9.368436478	3.663869777	0.718862517	0.281137483	16.96758769	3	2	1	6	7	-4
11.38384365	10.64276267	0.516822405	0.483177595	7.973263956	3	4	0	6	8	-4
4.103781032	22.9755051	0.151546869	0.848453131	2.920592134	2	2	0	6	9	1
6.027744144	17.69626555	0.254077798	0.745922202	6.275631937	5	4	0	6	10	1
11.99155573	12.35085858	0.492619819	0.507380181	5.657493884	3	2	1	6	11	-5
10.88008252	9.525183837	0.53319973	0.46680027	9.594666076	4	5	1	6	12	-1
10.60009231	13.28064022	0.443876347	0.556123653	6.119194763	6	5	1	6	13	-5
15.42536165	2.038693837	0.883263436	0.116736564	12.53583988	5	3	1	6	14	1
0	28.25524185	0	1	1.744600775	0	1	0	6	15	-2
0	28.55134342	0	1	1.448489802	0	1	0	6	16	-4
14.54601668	4.983813088	0.744810213	0.255189787	10.47010723	5	3	1	6	17	0
8.24001657	13.22529733	0.383875894	0.616124106	8.534611686	4	6	1	6	18	-6
3.119786622	8.311981428	0.272904997	0.727095003	18.56815697	3	4	1	6	19	1
27.62163305	0	1	0	2.378416843	3	0	0	6	20	3
0.903937379	25.70697405	0.033968674	0.966031326	3.389080299	1	2	0	6	21	-1
10.97566219	2.560583672	0.81083502	0.18916498	16.46371594	4	2	1	6	22	-4
15.24609625	6.672060308	0.695592086	0.304407914	8.081827479	4	3	0	6	23	-3
6.490313997	12.47118489	0.342289079	0.657710921	11.03834203	3	3	0	6	24	-2
6.363605807	6.782718718	0.484059692	0.515940308	16.85360734	3	4	1	6	25	0
0	28.03594237	0	1	1.963898544	0	2	0	6	26	-2
21.27658901	1.183781044	0.947294678	0.052705322	7.53965846	4	2	1	6	27	3
0.064023501	22.47957727	0.002839986	0.997160014	7.456183981	1	1	0	6	28	-2
2.751570809	1.928157733	0.587976585	0.412023415	25.32018707	2	3	1	6	29	-5
6.656036472	18.12884584	0.268552273	0.731447727	5.214995095	3	5	0	6	30	1
4.815647338	19.39253367	0.198926443	0.801073557	5.791646223	5	6	0	6	31	0
9.274052789	14.85520473	0.384348867	0.615651133	5.870673201	4	5	1	6	32	-6
3.864063814	14.20762222	0.213818667	0.786181333	11.92826293	1	2	0	6	33	-3
0	28.86600389	0	1	1.133952486	0	1	0	6	34	-5
0	26.64408381	0	1	3.35588768	0	2	0	6	35	3
0.127523565	19.0061883	0.006664863	0.993335137	10.86618065	1	3	0	6	36	0
0.120012989	22.8665088	0.005221016	0.994778984	7.013361037	3	4	0	6	37	0
14.04795633	2.079576929	0.871054246	0.128945754	13.8724388	2	2	1	6	38	-6
6.12022168	18.90074487	0.244603727	0.755396273	4.979028603	3	4	0	6	39	0
15.40739574	3.920167625	0.797172176	0.202827824	10.67225674	3	1	1	6	40	3
4.703732509	17.36858644	0.213105497	0.786894503	7.927674495	3	4	0	6	41	-2
